seq	kingdom	phylum	class	order	family	genus	species
seq_0290	1.00	0.98	0.71	0.39	0.39	0.39	0.29
seq_2243	1.00	1.00	1.00	1.00	1.00	1.00	0.18
seq_1131	1.00	0.98	0.76	0.76	0.76	0.38	0.35
seq_0340	0	NA	NA	NA	NA	NA	NA
seq_0535	0	NA	NA	NA	NA	NA	NA
seq_0206	1.00	0.99	0.33	0.17	0.12	0.08	0.08
seq_0109	1.00	1.00	1.00	1.00	1.00	1.00	0.98
seq_0239	1.00	0.23	0.23	0.18	0.01	0.01	0.01
seq_0291	1.00	1.00	0.03	0.02	0.02	0.02	0.02
seq_0185	1.00	0.60	0.60	0.43	0.24	0.24	0.19
seq_1134	1.00	0.83	0.83	0.32	0.32	0.03	0.01
seq_2247	1.00	0.77	0.36	0.24	0.11	0.05	0.05
seq_1260	1.00	1.00	1.00	0.99	0.99	0.17	0.01
seq_0361	0	NA	NA	NA	NA	NA	NA
seq_0328	0	NA	NA	NA	NA	NA	NA
seq_0537	1.00	1.00	0.56	0.51	0.12	0.11	0.11
seq_2248	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0648	1.00	0.64	0.22	0.12	0.03	0.03	0.01
seq_0434	1.00	0.91	0.26	0.19	0.02	0.02	0.02
seq_1031	1.00	0.93	0.41	0.41	0.41	0.40	0.40
seq_0294	1.00	0.43	0.41	0.11	0.03	0.02	0.01
seq_0372	1.00	0.94	0.28	0.10	0.03	0.03	0.03
seq_0225	1.00	1.00	1.00	1.00	1.00	1.00	0.83
seq_0639	1.00	0.89	0.06	0.06	0.06	0.06	0.06
seq_0631	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0455	1.00	0.99	0.99	0.93	0.32	0.32	0.28
seq_0213	1.00	0.10	0.07	0.07	0.02	0.01	0.01
seq_0471	1.00	0.90	0.90	0.54	0.43	0.20	0.20
seq_2253	1.00	0.84	0.69	0.17	0.05	0.02	0.02
seq_0318	1.00	0.26	0.23	0.05	0.03	0.02	0.02
seq_0316	1.00	1.00	0.77	0.49	0.23	0.23	0.01
seq_1691	1.00	0.96	0.53	0.53	0.53	0.36	0.31
seq_0238	1.00	0.98	0.59	0.03	0.03	0.03	0.03
seq_0285	1.00	0.08	0.03	0.03	0.03	0.01	0.01
seq_2256	1.00	0.70	0.23	0.11	0.04	0.02	0.02
seq_1959	1.00	0.93	0.37	0.34	0.34	0.33	0.11
seq_0296	1.00	0.35	0.35	0.06	0.05	0.01	0.01
seq_0454	1.00	0.95	0.29	0.10	0.08	0.08	0.04
seq_0273	1.00	0.97	0.35	0.06	0.06	0.06	0.06
seq_2255	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0210	1.00	0.80	0.33	0.17	0.11	0.11	0.10
seq_2258	1.00	0.93	0.93	0.47	0.10	0.06	0.06
seq_0853	1.00	0.96	0.87	0.65	0.13	0.13	0.13
seq_2268	1.00	0.37	0.35	0.06	0.06	0.02	0.02
seq_0710	1.00	1.00	0.09	0.02	0.02	0.02	0.01
seq_0319	1.00	0.98	0.32	0.18	0.08	0.08	0.08
seq_0337	1.00	0.91	0.23	0.04	0.04	0.04	0.03
seq_2259	1.00	0.99	0.10	0.01	0.01	0.01	0.01
seq_0217	1.00	0.95	0.80	0.46	0.02	0.02	0.02
seq_0256	1.00	0.37	0.36	0.17	0.01	0.01	0.01
seq_2270	1.00	1.00	0.97	0.97	0.97	0.97	0.96
seq_0193	1.00	0.86	0.57	0.22	0.01	0.01	0.01
seq_2265	1.00	0.99	0.88	0.18	0.10	0.04	0.04
seq_0235	1.00	0.86	0.06	0.03	0.03	0.03	0.03
seq_2261	1.00	1.00	0.96	0.96	0.96	0.96	0.96
seq_2262	1.00	0.73	0.24	0.11	0.11	0.06	0.06
seq_0939	1.00	0.98	0.45	0.39	0.02	0.02	0.02
seq_0503	1.00	0.88	0.88	0.27	0.06	0.06	0.06
seq_0329	1.00	0.94	0.84	0.47	0.37	0.37	0.09
seq_1559	1.00	0.97	0.20	0.04	0.03	0.03	0.03
seq_2263	1.00	0.97	0.43	0.10	0.09	0.09	0.09
seq_2274	1.00	1.00	1.00	1.00	1.00	0.99	0.16
seq_0414	1.00	0.88	0.24	0.11	0.11	0.08	0.08
seq_0260	1.00	0.81	0.81	0.45	0.45	0.42	0.42
seq_0321	1.00	0.86	0.81	0.30	0.01	0.01	0.01
seq_1123	1.00	0.92	0.18	0.08	0.08	0.04	0.04
seq_2267	1.00	0.94	0.33	0.26	0.21	0.21	0.20
seq_2269	1.00	0.86	0.86	0.73	0.53	0.53	0.37
seq_0904	1.00	0.39	0.39	0.06	0.06	0.06	0.01
seq_0214	0	NA	NA	NA	NA	NA	NA
seq_0167	1.00	0.93	0.93	0.58	0.56	0.27	0.11
seq_2272	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0307	0	NA	NA	NA	NA	NA	NA
seq_2271	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0585	1.00	0.99	0.86	0.79	0.14	0.14	0.14
seq_2273	1.00	0.98	0.29	0.17	0.17	0.17	0.17
seq_0712	1.00	0.96	0.94	0.92	0.92	0.92	0.43
seq_0691	1.00	1.00	0.89	0.52	0.52	0.52	0.19
seq_2007	1.00	0.60	0.60	0.38	0.16	0.07	0.07
seq_2281	1.00	0.16	0.16	0.10	0.08	0.08	0.08
seq_1151	1.00	0.99	0.76	0.11	0.11	0.11	0.11
seq_0442	1.00	0.76	0.58	0.52	0.52	0.52	0.10
seq_0287	1.00	0.78	0.78	0.29	0.05	0.05	0.05
seq_0545	1.00	1.00	0.27	0.23	0.23	0.20	0.20
seq_0243	1.00	0.95	0.88	0.77	0.32	0.10	0.09
seq_0229	1.00	0.84	0.33	0.30	0.14	0.12	0.10
seq_0411	1.00	0.92	0.92	0.17	0.15	0.04	0.04
seq_2276	0	NA	NA	NA	NA	NA	NA
seq_0473	1.00	0.89	0.08	0.01	0.01	0.01	0.01
seq_0253	1.00	0.98	0.32	0.05	0.05	0.05	0.05
seq_1465	1.00	0.48	0.48	0.32	0.30	0.30	0.30
seq_2277	1.00	0.66	0.26	0.08	0.08	0.08	0.02
seq_0223	1.00	0.94	0.41	0.20	0.20	0.14	0.14
seq_0437	1.00	1.00	1.00	1.00	1.00	0.99	0.98
seq_2027	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0678	1.00	0.74	0.22	0.10	0.10	0.08	0.08
seq_2280	1.00	0.92	0.14	0.05	0.01	0.01	0.01
seq_1024	1.00	0.98	0.13	0.07	0.07	0.07	0.07
seq_0528	1.00	0.55	0.22	0.07	0.03	0.02	0.02
seq_0231	1.00	0.96	0.47	0.38	0.35	0.27	0.27
seq_0341	1.00	1.00	0.91	0.05	0.05	0.05	0.04
seq_0415	1.00	1.00	0.89	0.80	0.57	0.20	0.15
seq_0512	1.00	0.93	0.74	0.63	0.14	0.09	0.09
seq_0499	1.00	0.99	0.99	0.97	0.56	0.32	0.27
seq_0901	1.00	0.60	0.60	0.12	0.12	0.09	0.09
seq_0660	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0345	1.00	0.42	0.42	0.12	0.05	0.05	0.05
seq_2282	1.00	0.86	0.86	0.35	0.26	0.06	0.05
seq_0402	1.00	0.99	0.84	0.79	0.52	0.22	0.21
seq_0468	1.00	0.98	0.23	0.20	0.20	0.17	0.03
seq_0279	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1740	1.00	0.79	0.05	0.05	0.05	0.05	0.05
seq_0701	1.00	0.97	0.33	0.20	0.16	0.09	0.01
seq_0347	1.00	0.41	0.30	0.30	0.30	0.30	0.30
seq_0429	1.00	0.92	0.56	0.33	0.33	0.33	0.18
seq_2285	1.00	0.96	0.92	0.45	0.36	0.36	0.36
seq_0532	1.00	0.87	0.07	0.05	0.05	0.05	0.05
seq_0353	1.00	0.98	0.38	0.19	0.19	0.19	0.12
seq_0275	1.00	0.99	0.92	0.64	0.59	0.59	0.59
seq_0314	1.00	0.99	0.70	0.52	0.44	0.43	0.43
seq_0613	1.00	0.97	0.76	0.21	0.21	0.21	0.21
seq_0425	1.00	0.59	0.14	0.14	0.14	0.14	0.14
seq_0228	1.00	0.65	0.65	0.61	0.58	0.58	0.38
seq_0380	1.00	0.56	0.56	0.43	0.35	0.20	0.20
seq_2286	1.00	0.46	0.18	0.05	0.01	0.01	0.01
seq_0436	1.00	0.49	0.08	0.08	0.08	0.07	0.05
seq_0483	1.00	1.00	0.67	0.25	0.04	0.04	0.02
seq_0626	1.00	0.98	0.82	0.69	0.32	0.22	0.13
seq_2289	1.00	0.79	0.30	0.26	0.26	0.26	0.06
seq_2291	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0266	1.00	1.00	0.94	0.51	0.42	0.42	0.20
seq_0351	1.00	0.99	0.46	0.32	0.07	0.07	0.07
seq_1690	1.00	1.00	0.73	0.55	0.55	0.55	0.11
seq_0271	1.00	0.94	0.94	0.12	0.10	0.07	0.05
seq_1198	1.00	1.00	0.81	0.68	0.59	0.43	0.43
seq_0453	1.00	1.00	1.00	1.00	0.98	0.82	0.57
seq_0858	1.00	0.74	0.35	0.15	0.14	0.08	0.05
seq_0118	1.00	0.13	0.11	0.03	0.02	0.02	0.02
seq_0254	1.00	0.95	0.33	0.06	0.06	0.06	0.06
seq_0211	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_0523	1.00	1.00	0.85	0.39	0.39	0.39	0.08
seq_0326	1.00	0.99	0.99	0.34	0.23	0.06	0.04
seq_1035	1.00	0.84	0.30	0.04	0.02	0.01	0.01
seq_0349	1.00	0.96	0.29	0.20	0.06	0.06	0.05
seq_2296	1.00	1.00	1.00	1.00	1.00	0.89	0.60
seq_0327	1.00	0.99	0.77	0.16	0.16	0.07	0.07
seq_0265	1.00	1.00	0.76	0.33	0.33	0.31	0.31
seq_2293	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2295	1.00	0.90	0.20	0.08	0.08	0.08	0.08
seq_2300	0	NA	NA	NA	NA	NA	NA
seq_0561	1.00	0.98	0.84	0.18	0.18	0.18	0.18
seq_0283	1.00	1.00	1.00	0.97	0.59	0.59	0.31
seq_2301	1.00	0.97	0.45	0.24	0.24	0.24	0.14
seq_1862	1.00	0.99	0.78	0.60	0.16	0.16	0.15
seq_2357	1.00	0.84	0.79	0.08	0.02	0.02	0.02
seq_1514	1.00	0.97	0.66	0.04	0.04	0.04	0.04
seq_0303	1.00	1.00	0.99	0.96	0.96	0.48	0.11
seq_2057	0	NA	NA	NA	NA	NA	NA
seq_0430	1.00	0.96	0.96	0.66	0.29	0.11	0.11
seq_2302	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_0310	1.00	0.89	0.19	0.13	0.13	0.13	0.06
seq_0403	1.00	0.98	0.51	0.32	0.30	0.30	0.06
seq_2309	1.00	0.10	0.10	0.03	0.03	0.03	0.02
seq_1056	1.00	0.98	0.50	0.01	0.01	0.01	0.01
seq_2303	1.00	0.54	0.39	0.36	0.16	0.08	0.08
seq_2304	1.00	1.00	0.49	0.32	0.10	0.09	0.07
seq_2351	1.00	0.99	0.10	0.07	0.07	0.07	0.07
seq_0448	1.00	0.98	0.58	0.48	0.40	0.39	0.39
seq_0264	1.00	0.70	0.64	0.18	0.04	0.01	0.01
seq_2305	1.00	0.89	0.02	0.02	0.02	0.02	0.02
seq_0573	1.00	0.91	0.91	0.42	0.42	0.20	0.20
seq_0323	1.00	0.39	0.39	0.14	0.01	0.01	0.01
seq_2306	1.00	0.78	0.28	0.10	0.10	0.09	0.01
seq_0472	1.00	0.86	0.32	0.22	0.18	0.17	0.12
seq_0267	1.00	0.40	0.29	0.29	0.29	0.27	0.01
seq_2323	1.00	1.00	0.99	0.99	0.69	0.22	0.22
seq_2332	1.00	0.83	0.10	0.02	0.02	0.01	0.01
seq_0732	1.00	0.99	0.64	0.39	0.39	0.39	0.09
seq_0464	1.00	0.99	0.93	0.63	0.42	0.42	0.08
seq_0833	1.00	0.46	0.35	0.12	0.01	0.01	0.01
seq_1222	1.00	0.21	0.05	0.05	0.02	0.02	0.02
seq_0358	1.00	0.42	0.39	0.16	0.04	0.02	0.02
seq_0338	1.00	0.51	0.22	0.22	0.22	0.22	0.22
seq_0619	1.00	0.62	0.62	0.09	0.01	0.01	0.01
seq_2310	1.00	0.55	0.54	0.24	0.22	0.03	0.03
seq_2370	1.00	0.96	0.42	0.34	0.33	0.33	0.33
seq_2308	1.00	0.87	0.65	0.20	0.02	0.01	0.01
seq_0445	1.00	0.48	0.46	0.20	0.01	0.01	0.01
seq_2312	1.00	0.83	0.46	0.41	0.41	0.41	0.41
seq_1195	1.00	0.95	0.60	0.10	0.10	0.10	0.09
seq_2319	1.00	0.76	0.75	0.23	0.14	0.07	0.07
seq_0603	1.00	0.75	0.51	0.13	0.01	0.01	0.01
seq_2313	1.00	0.97	0.91	0.89	0.45	0.27	0.06
seq_0422	1.00	0.97	0.36	0.25	0.01	0.01	0.01
seq_2314	1.00	0.95	0.21	0.16	0.02	0.01	0.01
seq_0771	1.00	1.00	0.45	0.45	0.45	0.45	0.45
seq_2315	1.00	0.73	0.65	0.42	0.04	0.02	0.02
seq_1148	1.00	0.40	0.40	0.13	0.12	0.06	0.03
seq_0893	1.00	0.92	0.30	0.23	0.23	0.23	0.21
seq_0344	1.00	1.00	0.99	0.97	0.62	0.20	0.18
seq_0392	1.00	0.97	0.58	0.14	0.13	0.13	0.01
seq_0423	1.00	0.51	0.50	0.29	0.05	0.03	0.01
seq_2320	0	NA	NA	NA	NA	NA	NA
seq_0446	1.00	1.00	1.00	0.08	0.08	0.08	0.08
seq_0842	1.00	1.00	0.23	0.14	0.11	0.11	0.10
seq_0368	1.00	0.81	0.52	0.45	0.08	0.02	0.02
seq_1635	1.00	1.00	0.79	0.30	0.30	0.30	0.20
seq_0554	1.00	0.95	0.63	0.21	0.21	0.21	0.21
seq_0292	1.00	1.00	0.96	0.47	0.47	0.47	0.20
seq_0782	1.00	0.58	0.56	0.22	0.10	0.02	0.02
seq_0288	1.00	0.52	0.45	0.15	0.03	0.03	0.01
seq_0516	1.00	0.87	0.87	0.67	0.04	0.04	0.04
seq_2322	1.00	1.00	0.94	0.83	0.83	0.83	0.81
seq_0659	1.00	0.95	0.42	0.40	0.23	0.23	0.09
seq_1966	1.00	0.89	0.19	0.07	0.06	0.06	0.06
seq_2326	1.00	0.86	0.08	0.04	0.03	0.03	0.03
seq_1433	1.00	0.19	0.19	0.12	0.06	0.06	0.06
seq_0559	1.00	0.99	0.28	0.25	0.10	0.07	0.07
seq_2353	1.00	0.99	0.36	0.33	0.33	0.33	0.33
seq_0522	1.00	0.99	0.99	0.90	0.90	0.89	0.89
seq_0366	1.00	0.62	0.58	0.10	0.01	0.01	0.01
seq_2329	0	NA	NA	NA	NA	NA	NA
seq_0378	1.00	0.93	0.24	0.16	0.16	0.16	0.16
seq_0551	1.00	0.90	0.62	0.48	0.48	0.48	0.33
seq_0502	1.00	0.91	0.22	0.17	0.06	0.06	0.01
seq_0760	1.00	0.80	0.80	0.55	0.55	0.17	0.08
seq_0304	1.00	0.29	0.27	0.07	0.02	0.02	0.02
seq_2342	1.00	0.20	0.20	0.05	0.05	0.05	0.04
seq_0663	1.00	0.88	0.33	0.17	0.17	0.07	0.07
seq_1890	1.00	0.84	0.22	0.21	0.21	0.21	0.19
seq_0305	1.00	0.17	0.16	0.12	0.10	0.07	0.07
seq_0389	1.00	0.94	0.04	0.04	0.04	0.04	0.04
seq_2403	1.00	0.99	0.06	0.04	0.04	0.04	0.03
seq_2334	1.00	0.99	0.43	0.43	0.43	0.43	0.43
seq_0335	1.00	0.88	0.25	0.20	0.18	0.18	0.18
seq_0469	1.00	0.99	0.89	0.40	0.14	0.14	0.14
seq_2337	1.00	0.58	0.11	0.11	0.11	0.11	0.11
seq_0926	1.00	0.06	0.06	0.03	0.02	0.02	0.01
seq_0827	1.00	0.97	0.55	0.37	0.37	0.37	0.25
seq_2339	1.00	0.97	0.66	0.39	0.39	0.39	0.04
seq_0682	1.00	1.00	0.87	0.26	0.26	0.25	0.24
seq_1305	1.00	0.98	0.94	0.31	0.28	0.28	0.28
seq_1296	1.00	1.00	0.92	0.46	0.22	0.22	0.10
seq_0343	1.00	0.99	0.92	0.40	0.40	0.40	0.13
seq_2343	1.00	0.99	0.87	0.33	0.26	0.24	0.24
seq_0419	1.00	0.88	0.32	0.23	0.23	0.23	0.09
seq_0495	1.00	1.00	1.00	1.00	1.00	0.91	0.90
seq_2344	1.00	1.00	0.63	0.63	0.63	0.63	0.63
seq_0616	1.00	0.97	0.52	0.52	0.50	0.50	0.50
seq_2345	1.00	0.46	0.26	0.16	0.04	0.04	0.02
seq_2347	1.00	0.92	0.51	0.14	0.14	0.07	0.04
seq_1104	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0751	1.00	0.45	0.16	0.16	0.16	0.16	0.16
seq_0539	1.00	1.00	0.98	0.98	0.68	0.56	0.10
seq_2412	1.00	0.99	0.42	0.36	0.29	0.09	0.07
seq_0456	1.00	0.89	0.31	0.27	0.27	0.27	0.27
seq_2348	1.00	0.98	0.59	0.34	0.21	0.08	0.08
seq_0657	1.00	0.93	0.91	0.48	0.18	0.01	0.01
seq_1512	1.00	1.00	0.82	0.82	0.82	0.82	0.70
seq_2350	1.00	0.97	0.13	0.01	0.01	0.01	0.01
seq_0681	1.00	0.96	0.93	0.90	0.90	0.90	0.76
seq_1187	1.00	1.00	0.93	0.80	0.75	0.75	0.35
seq_0376	1.00	1.00	0.19	0.09	0.08	0.07	0.02
seq_0320	1.00	0.74	0.26	0.13	0.13	0.13	0.13
seq_0617	1.00	0.96	0.58	0.17	0.17	0.17	0.17
seq_0322	1.00	0.08	0.08	0.01	0.01	0.01	0.01
seq_0569	0	NA	NA	NA	NA	NA	NA
seq_1120	1.00	1.00	0.91	0.77	0.77	0.77	0.77
seq_1034	1.00	1.00	1.00	1.00	1.00	1.00	0.49
seq_0350	1.00	0.97	0.33	0.22	0.10	0.05	0.05
seq_0480	1.00	0.91	0.91	0.43	0.18	0.18	0.18
seq_0330	1.00	0.06	0.06	0.06	0.06	0.05	0.01
seq_1027	1.00	0.37	0.36	0.24	0.01	0.01	0.01
seq_2354	1.00	0.47	0.42	0.42	0.42	0.42	0.42
seq_2355	1.00	0.97	0.10	0.09	0.07	0.07	0.07
seq_0983	1.00	0.94	0.44	0.35	0.07	0.07	0.02
seq_0440	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_0907	1.00	0.42	0.38	0.19	0.01	0.01	0.01
seq_2356	1.00	0.92	0.19	0.06	0.05	0.04	0.03
seq_0470	1.00	1.00	1.00	1.00	1.00	0.99	0.26
seq_2358	1.00	0.55	0.33	0.13	0.02	0.01	0.01
seq_0300	1.00	0.93	0.15	0.05	0.05	0.04	0.04
seq_0492	1.00	0.53	0.52	0.16	0.03	0.01	0.01
seq_0418	1.00	0.10	0.10	0.02	0.02	0.02	0.02
seq_0531	1.00	1.00	0.74	0.71	0.71	0.71	0.22
seq_0396	1.00	0.95	0.95	0.88	0.68	0.68	0.68
seq_0428	1.00	0.74	0.60	0.02	0.01	0.01	0.01
seq_0333	1.00	0.75	0.46	0.09	0.05	0.01	0.01
seq_0481	1.00	0.97	0.43	0.08	0.08	0.08	0.03
seq_0600	1.00	0.86	0.86	0.69	0.69	0.66	0.66
seq_1400	1.00	0.45	0.40	0.08	0.02	0.01	0.01
seq_0484	1.00	0.78	0.78	0.33	0.27	0.13	0.05
seq_2424	1.00	0.93	0.52	0.32	0.04	0.02	0.02
seq_0447	1.00	0.45	0.45	0.15	0.12	0.05	0.05
seq_0486	1.00	0.85	0.84	0.13	0.11	0.06	0.06
seq_0638	1.00	0.91	0.74	0.21	0.21	0.21	0.18
seq_0390	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_1897	1.00	0.86	0.18	0.12	0.07	0.07	0.04
seq_0339	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0420	1.00	0.55	0.47	0.47	0.47	0.47	0.47
seq_0356	1.00	1.00	0.98	0.83	0.83	0.82	0.80
seq_2475	1.00	0.99	0.79	0.09	0.09	0.09	0.09
seq_2364	1.00	1.00	0.86	0.32	0.31	0.14	0.14
seq_2365	1.00	0.90	0.26	0.14	0.13	0.13	0.13
seq_0667	1.00	1.00	0.87	0.51	0.10	0.04	0.04
seq_0558	1.00	1.00	1.00	1.00	1.00	0.90	0.90
seq_2402	1.00	0.33	0.07	0.01	0.01	0.01	0.01
seq_0623	1.00	0.95	0.47	0.25	0.25	0.19	0.19
seq_0433	1.00	0.96	0.11	0.06	0.06	0.06	0.06
seq_0524	0	NA	NA	NA	NA	NA	NA
seq_0520	1.00	0.79	0.79	0.69	0.05	0.05	0.02
seq_0839	1.00	1.00	0.99	0.49	0.49	0.49	0.09
seq_0598	1.00	0.81	0.68	0.38	0.04	0.01	0.01
seq_1139	1.00	0.71	0.19	0.11	0.06	0.06	0.03
seq_2371	1.00	0.94	0.25	0.04	0.03	0.03	0.03
seq_0900	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1340	1.00	0.97	0.28	0.21	0.21	0.21	0.21
seq_0395	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1087	0	NA	NA	NA	NA	NA	NA
seq_0482	1.00	0.85	0.48	0.21	0.19	0.19	0.08
seq_0597	1.00	0.81	0.81	0.65	0.06	0.03	0.03
seq_2418	1.00	0.99	0.27	0.14	0.14	0.14	0.14
seq_0364	1.00	0.29	0.16	0.16	0.16	0.12	0.11
seq_2376	1.00	0.93	0.11	0.01	0.01	0.01	0.01
seq_0799	1.00	0.96	0.33	0.32	0.32	0.32	0.32
seq_1750	1.00	0.84	0.70	0.38	0.02	0.01	0.01
seq_0583	1.00	1.00	1.00	1.00	1.00	0.98	0.76
seq_0432	1.00	0.93	0.14	0.03	0.02	0.02	0.01
seq_0438	1.00	0.97	0.97	0.43	0.22	0.22	0.22
seq_0375	1.00	1.00	0.45	0.17	0.13	0.08	0.08
seq_0655	1.00	0.96	0.27	0.26	0.04	0.04	0.03
seq_2388	1.00	0.98	0.83	0.47	0.05	0.04	0.04
seq_2392	1.00	0.98	0.30	0.23	0.15	0.15	0.15
seq_1877	1.00	0.79	0.35	0.21	0.20	0.12	0.04
seq_2380	1.00	1.00	0.96	0.83	0.75	0.75	0.22
seq_2395	1.00	1.00	1.00	1.00	1.00	1.00	0.98
seq_1174	1.00	0.61	0.61	0.41	0.11	0.11	0.04
seq_2508	1.00	0.65	0.06	0.06	0.06	0.06	0.06
seq_0466	1.00	0.79	0.39	0.10	0.10	0.04	0.04
seq_0519	1.00	0.89	0.10	0.05	0.05	0.05	0.05
seq_2383	1.00	0.92	0.58	0.34	0.20	0.20	0.20
seq_0521	1.00	1.00	0.96	0.73	0.73	0.73	0.26
seq_0444	1.00	0.40	0.23	0.10	0.01	0.01	0.01
seq_0985	1.00	0.93	0.18	0.09	0.03	0.03	0.03
seq_0381	0	NA	NA	NA	NA	NA	NA
seq_0713	1.00	0.46	0.46	0.15	0.12	0.12	0.12
seq_2385	1.00	0.25	0.23	0.10	0.02	0.01	0.01
seq_2386	0	NA	NA	NA	NA	NA	NA
seq_0991	1.00	0.94	0.16	0.10	0.07	0.06	0.06
seq_2387	1.00	0.98	0.52	0.03	0.03	0.03	0.03
seq_0457	1.00	1.00	1.00	0.97	0.59	0.36	0.33
seq_0828	1.00	1.00	1.00	1.00	1.00	0.91	0.01
seq_1849	1.00	0.86	0.19	0.16	0.13	0.13	0.13
seq_0384	0	NA	NA	NA	NA	NA	NA
seq_0485	1.00	0.27	0.27	0.22	0.20	0.01	0.01
seq_2416	1.00	0.98	0.87	0.38	0.36	0.36	0.12
seq_0514	1.00	1.00	0.49	0.09	0.09	0.08	0.08
seq_2391	1.00	0.77	0.39	0.24	0.05	0.04	0.02
seq_0391	1.00	0.75	0.25	0.07	0.01	0.01	0.01
seq_0609	0	NA	NA	NA	NA	NA	NA
seq_0459	1.00	0.97	0.97	0.72	0.23	0.23	0.10
seq_0416	1.00	0.06	0.04	0.04	0.04	0.04	0.02
seq_2394	1.00	0.97	0.81	0.18	0.16	0.16	0.05
seq_2465	1.00	0.77	0.51	0.34	0.19	0.02	0.02
seq_0608	1.00	0.89	0.80	0.55	0.05	0.04	0.04
seq_0417	1.00	0.76	0.55	0.28	0.01	0.01	0.01
seq_1532	1.00	1.00	1.00	0.96	0.89	0.67	0.48
seq_0452	1.00	0.99	0.89	0.54	0.54	0.54	0.54
seq_1164	1.00	0.49	0.48	0.17	0.06	0.04	0.04
seq_2443	1.00	0.97	0.53	0.02	0.02	0.01	0.01
seq_0476	1.00	1.00	1.00	0.99	0.86	0.86	0.40
seq_0556	0	NA	NA	NA	NA	NA	NA
seq_2440	1.00	1.00	0.05	0.01	0.01	0.01	0.01
seq_0458	1.00	0.62	0.59	0.17	0.04	0.01	0.01
seq_1369	1.00	0.34	0.34	0.16	0.12	0.02	0.02
seq_2397	0	NA	NA	NA	NA	NA	NA
seq_0654	1.00	0.87	0.39	0.23	0.11	0.05	0.05
seq_2398	1.00	0.97	0.40	0.02	0.02	0.02	0.02
seq_0572	1.00	1.00	1.00	0.82	0.82	0.82	0.82
seq_0491	1.00	0.87	0.87	0.71	0.71	0.69	0.69
seq_0777	1.00	0.87	0.86	0.05	0.01	0.01	0.01
seq_1597	1.00	0.99	0.95	0.77	0.74	0.74	0.08
seq_2400	1.00	0.88	0.55	0.54	0.54	0.54	0.54
seq_2428	1.00	0.99	0.85	0.54	0.52	0.52	0.52
seq_0426	1.00	0.75	0.67	0.14	0.06	0.01	0.01
seq_1178	1.00	0.99	0.60	0.33	0.09	0.07	0.07
seq_1494	1.00	0.99	0.93	0.87	0.85	0.85	0.22
seq_1730	1.00	0.97	0.11	0.09	0.09	0.09	0.09
seq_0388	1.00	0.97	0.04	0.03	0.02	0.02	0.01
seq_0413	1.00	0.95	0.13	0.11	0.05	0.04	0.04
seq_1221	1.00	0.79	0.79	0.28	0.22	0.22	0.22
seq_2408	0	NA	NA	NA	NA	NA	NA
seq_2404	1.00	1.00	1.00	1.00	0.98	0.98	0.22
seq_0922	1.00	1.00	0.75	0.46	0.46	0.46	0.46
seq_2407	1.00	0.76	0.23	0.11	0.06	0.06	0.06
seq_0530	1.00	0.92	0.45	0.20	0.19	0.19	0.19
seq_2581	1.00	0.35	0.35	0.11	0.09	0.05	0.05
seq_0661	1.00	0.94	0.07	0.04	0.04	0.04	0.04
seq_0357	1.00	0.91	0.91	0.43	0.16	0.16	0.16
seq_2439	1.00	0.98	0.85	0.30	0.18	0.16	0.16
seq_0794	1.00	0.91	0.24	0.08	0.02	0.01	0.01
seq_0478	0	NA	NA	NA	NA	NA	NA
seq_0781	1.00	0.87	0.52	0.22	0.22	0.12	0.12
seq_0592	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1391	1.00	0.94	0.94	0.34	0.20	0.20	0.13
seq_2433	1.00	1.00	0.99	0.99	0.41	0.10	0.02
seq_0439	1.00	0.94	0.27	0.20	0.19	0.19	0.19
seq_0699	1.00	0.40	0.38	0.04	0.04	0.04	0.04
seq_0878	1.00	1.00	0.66	0.54	0.05	0.02	0.01
seq_2447	1.00	0.36	0.34	0.10	0.08	0.08	0.08
seq_0693	1.00	1.00	0.01	0.01	0.01	0.01	0.01
seq_1481	1.00	0.46	0.46	0.05	0.05	0.04	0.03
seq_2413	1.00	0.99	0.94	0.62	0.14	0.14	0.14
seq_0443	0	NA	NA	NA	NA	NA	NA
seq_2486	1.00	0.41	0.35	0.12	0.04	0.01	0.01
seq_0595	1.00	1.00	0.84	0.64	0.26	0.10	0.10
